"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"GNT","GAMCO Natural Resources, Gold & Income Tust ","4.37","$91.36M","2011","n/a","n/a","https://old.nasdaq.com/symbol/gnt",
"GNT^A","GAMCO Natural Resources, Gold & Income Tust ","24.99","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gnt^a",
"GME","Gamestop Corporation","4.88","$314.56M","2002","Consumer Services","Electronics Distribution","https://old.nasdaq.com/symbol/gme",
"GMDA","Gamida Cell Ltd.","4.08","$137.38M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/gmda",
"GLPI","Gaming and Leisure Properties, Inc.","26.42","$5.68B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/glpi",
"GCI","Gannett Co., Inc.","0.9046","$118.51M","2014","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/gci",
"GPS","Gap, Inc. (The)","8.35","$3.11B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/gps",
"GRMN","Garmin Ltd.","82.11","$15.66B","2000","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/grmn",
"GTX","Garrett Motion Inc.","4.1","$306.8M","2018","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/gtx",
"GARS","Garrison Capital Inc.","2.01","$32.26M","2013","n/a","n/a","https://old.nasdaq.com/symbol/gars",
"IT","Gartner, Inc.","105.96","$9.44B","1993","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/it",
"GLOG","GasLog LP.","3.85","$310.11M","2012","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/glog",
"GLOG^A","GasLog LP.","17.75","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/glog^a",
"GLOP","GasLog Partners LP","3.38","$157.74M","2014","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/glop",
"GLOP^A","GasLog Partners LP","14.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/glop^a",
"GLOP^B","GasLog Partners LP","14.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/glop^b",
"GLOP^C","GasLog Partners LP","14.26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/glop^c",
"GTES","Gates Industrial Corporation plc","7.85","$2.28B","2018","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/gtes",
"GATX","GATX Corporation","56.56","$1.98B","n/a","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/gatx",
"GMTA","GATX Corporation","25.6952","n/a","2016","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/gmta",
"GLIBA","GCI Liberty, Inc.","60.85","$6.44B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/gliba",
"GLIBP","GCI Liberty, Inc.","25","$897.38M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/glibp",
"GCP","GCP Applied Technologies Inc.","16.83","$1.23B","2016","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/gcp",
"GDS","GDS Holdings Limited","59","$8.97B","2016","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/gds",
"JOB","GEE Group Inc.","0.285","$4.01M","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/job",
"GNSS","Genasys Inc.","3.67","$121.48M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/gnss",
"GNK","Genco Shipping & Trading Limited ","6.46","$269.52M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/gnk",
"GENC","Gencor Industries Inc.","10.79","$157.39M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/genc",
"GNRC","Generac Holdlings Inc.","99.31","$6.21B","2010","Consumer Durables","Metal Fabrications","https://old.nasdaq.com/symbol/gnrc",
"GAM","General American Investors, Inc.","30.07","$744.33M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gam",
"GAM^B","General American Investors, Inc.","26.8138","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gam^b",
"GD","General Dynamics Corporation","138.19","$40.1B","n/a","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/gd",
"GE","General Electric Company","6.84","$59.51B","n/a","Energy","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/ge",
"GFN","General Finance Corporation","6.99","$213.93M","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/gfn",
"GFNCP","General Finance Corporation","94","$37.61M","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/gfncp",
"GFNSL","General Finance Corporation","23.8","n/a","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/gfnsl",
"GIS","General Mills, Inc.","60.67","$36.77B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/gis",
"GMO","General Moly, Inc","0.2","$26.3M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/gmo",
"GM","General Motors Company","22.48","$32.63B","2010","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/gm",
"GCO","Genesco Inc.","17.18","$252.4M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/gco",
"GEL","Genesis Energy, L.P.","5.16","$632.51M","1996","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/gel",
"GEN           ","Genesis Healthcare, Inc.","0.8508","$140.22M","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/gen",
"GENE","Genetic Technologies Ltd","2.3","$17.94M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/gene",
"GNFT","GENFIT S.A.","17.72","$688.09M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/gnft",
"GNE","Genie Energy Ltd.","8.26","$217.55M","2011","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/gne",
"GNE^A","Genie Energy Ltd.","8.06","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gne^a",
"GNUS","Genius Brands International, Inc.","0.3299","$9.76M","n/a","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/gnus",
"GMAB","Genmab A/S","22.98","$14.95B","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gmab",
"GNMK","GenMark Diagnostics, Inc.","7.74","$470.41M","2010","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/gnmk",
"GNCA","Genocea Biosciences, Inc.","2.04","$56.39M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/gnca",
"G","Genpact Limited","30.86","$5.87B","2007","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/g",
"GNPX","Genprex, Inc.","2.09","$68.66M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gnpx",
"GNTX","Gentex Corporation","23.93","$5.91B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/gntx",
"THRM","Gentherm Inc","35","$1.15B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/thrm",
"GPC","Genuine Parts Company","74.65","$10.85B","n/a","Capital Goods","Automotive Aftermarket","https://old.nasdaq.com/symbol/gpc",
"GNW","Genworth Financial Inc","3.51","$1.77B","2004","Finance","Life Insurance","https://old.nasdaq.com/symbol/gnw",
"GEO","Geo Group Inc (The)","12.88","$1.57B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/geo",
"GPRK","Geopark Ltd","8.92","$540.12M","2014","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/gprk",
"GPJA","Georgia Power Company","26.305","n/a","2017","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/gpja",
"GEOS","Geospace Technologies Corporation","6.15","$84.02M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/geos",
"GGB","Gerdau S.A.","2.34","$3.98B","n/a","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/ggb",
"GABC","German American Bancorp, Inc.","27.61","$736.4M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/gabc",
"GERN","Geron Corporation","1.2","$240.43M","1996","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gern",
"GTY","Getty Realty Corporation","24.13","$998.67M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/gty",
"GEVO","Gevo, Inc.","0.9013","$13.18M","2011","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/gevo",
"GFL","GFL Environmental Inc.","15.08","$4.74B","2020","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/gfl",
"GFLU","GFL Environmental Inc.","43.74","n/a","2020","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/gflu",
"ROCK","Gibraltar Industries, Inc.","44.59","$1.44B","1993","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/rock",
"GIGM","GigaMedia Limited","2.42","$26.75M","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/gigm",
"GIX","GigCapital2, Inc.","9.97","$221.78M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gix",
"GIX.U","GigCapital2, Inc.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/gix.u",
"GIX.WS","GigCapital2, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gix.ws",
"GIX~","GigCapital2, Inc.","0.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gix~",
"GIII","G-III Apparel Group, LTD.","9.34","$448.41M","1989","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/giii",
"GILT","Gilat Satellite Networks Ltd.","8.31","$461.15M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/gilt",
"GIL","Gildan Activewear, Inc.","16.11","$3.21B","1998","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/gil",
"GILD","Gilead Sciences, Inc.","83.99","$105.74B","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/gild",
"GBCI","Glacier Bancorp, Inc.","33.02","$3.05B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/gbci",
"GLAD","Gladstone Capital Corporation","6.01","$187.22M","2001","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/glad",
"GLADD","Gladstone Capital Corporation","22.9","n/a","n/a","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/gladd",
"GLADL","Gladstone Capital Corporation","21.4571","n/a","n/a","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/gladl",
"GOOD","Gladstone Commercial Corporation","14.26","$502.52M","2003","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/good",
"GOODM","Gladstone Commercial Corporation","20.41","$71.63M","n/a","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/goodm",
"GOODN","Gladstone Commercial Corporation","20.49","n/a","n/a","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/goodn",
"GAIN","Gladstone Investment Corporation","9.96","$329.17M","2005","n/a","n/a","https://old.nasdaq.com/symbol/gain",
"GAINL","Gladstone Investment Corporation","22.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gainl",
"GAINM","Gladstone Investment Corporation","23.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gainm",
"LAND","Gladstone Land Corporation","12.68","$270.67M","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/land",
"LANDP","Gladstone Land Corporation","25.3061","$29.1M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/landp",
"GLT","Glatfelter","13.14","$582.21M","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/glt",
"GKOS","Glaukos Corporation","35.69","$1.56B","2015","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/gkos",
"GSK","GlaxoSmithKline PLC","42.07","$105.53B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gsk",
"GLBZ","Glen Burnie Bancorp","8.542","$24.18M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/glbz",
"GBT","Global Blood Therapeutics, Inc.","70.55","$4.29B","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gbt",
"CO","Global Cord Blood Corporation","2.99","$363.44M","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/co",
"ENT","Global Eagle Entertainment Inc.","2.82","$261.95M","2011","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/ent",
"GBLI","Global Indemnity Limited","24.53","$350.67M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/gbli",
"GBLIL","Global Indemnity Limited","22.27","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/gblil",
"GBLIZ","Global Indemnity Limited","22.65","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/gbliz",
"GMRE","Global Medical REIT Inc.","11.23","$505.29M","2016","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/gmre",
"GMRE^A","Global Medical REIT Inc.","23.83","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gmre^a",
"GNL","Global Net Lease, Inc.","12.87","$1.15B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/gnl",
"GNL^A","Global Net Lease, Inc.","20.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gnl^a",
"GNL^B","Global Net Lease, Inc.","19.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gnl^b",
"GLP","Global Partners LP","10.05","$340.37M","2005","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/glp",
"GLP^A","Global Partners LP","21.3156","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/glp^a",
"GPN","Global Payments Inc.","154.88","$46.48B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/gpn",
"SELF","Global Self Storage, Inc.","3.71","$34.62M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/self",
"GSL","Global Ship Lease, Inc.","4.17","$73.21M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/gsl",
"GSL^B","Global Ship Lease, Inc.","20.1236","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gsl^b",
"GSLD","Global Ship Lease, Inc.","20.19","n/a","2019","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/gsld",
"GWRS","Global Water Resources, Inc.","10.38","$233.94M","2016","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/gwrs",
"DRIV","Global X Autonomous & Electric Vehicles ETF","12.2759","$17.19M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/driv",
"POTX","Global X Cannabis ETF","9.08","$8.62M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/potx",
"CLOU","Global X Cloud Computing ETF","16.64","$453.32M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clou",
"KRMA","Global X Conscious Companies ETF","20.2995","$221.26M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/krma",
"BUG","Global X Cybersecurity ETF","16.27","$5.69M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bug",
"DAX","Global X DAX Germany ETF","22.1628","$15.51M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dax",
"EBIZ","Global X E-commerce ETF","17.9879","$8.1M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ebiz",
"FINX","Global X FinTech ETF","26.93","$409.41M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/finx",
"CHIC","Global X Funds Global X MSCI China Communication Services ETF","22.9","$22.9M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chic",
"AIQ","Global X Future Analytics Tech ETF","17.41","$43.51M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aiq",
"GNOM","Global X Genomics & Biotechnology ETF","14.4031","$21.6M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gnom",
"BFIT","Global X Health & Wellness Thematic ETF","17.1408","$17.14M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bfit",
"SNSR","Global X Internet of Things ETF","20.13","$130.81M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/snsr",
"LNGR","Global X Longevity Thematic ETF","22.5656","$24.82M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lngr",
"MILN","Global X Millennials Thematic ETF","22.5762","$67.72M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/miln",
"EFAS","Global X MSCI SuperDividend EAFE ETF","11.0789","$6.65M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/efas",
"QYLD","Global X NASDAQ-100 Covered Call ETF","19.99","$892.37M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qyld",
"BOTZ","Global X Robotics & Artificial Intelligence ETF","19.29","$1.15B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/botz",
"CATH","Global X S&P 500 Catholic Values ETF","35.1687","$309.47M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cath",
"SOCL","Global X Social Media ETF","32.19","$111.06M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/socl",
"ALTY","Global X SuperDividend Alternatives ETF","9.561","$14.35M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alty",
"SRET","Global X SuperDividend REIT ETF","6.89","$278.59M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sret",
"GXTG","Global X Thematic Growth ETF","24.8426","$4.97M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gxtg",
"HERO","Global X Video Games & Esports ETF","18.0759","$75.91M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hero",
"YLCO","Global X YieldCo & Renewable Energy Income ETF","13.06","$45.73M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ylco",
"GSB","GlobalSCAPE, Inc.","7.8","$145.93M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gsb",
"GSAT","Globalstar, Inc.","0.2997","$499.11M","2006","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/gsat",
"GLOB","Globant S.A.","103.02","$3.83B","2014","Technology","EDP Services","https://old.nasdaq.com/symbol/glob",
"GL","Globe Life Inc.","77.25","$8.3B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/gl",
"GL^C","Globe Life Inc.","25.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gl^c",
"GLBS","Globus Maritime Limited","0.6398","$3.34M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/glbs",
"GMED","Globus Medical, Inc.","47.16","$4.71B","2012","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/gmed",
"GSMG","Glory Star New Media Group Holdings Limited","4.88","$244.48M","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/gsmg",
"GSMGW","Glory Star New Media Group Holdings Limited","0.0998","n/a","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/gsmgw",
"GLUU","Glu Mobile Inc.","7.75","$1.16B","2007","Technology","EDP Services","https://old.nasdaq.com/symbol/gluu",
"GLYC","GlycoMimetics, Inc.","2.57","$112.01M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/glyc",
"GMS","GMS Inc.","14.67","$620.84M","2016","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/gms",
"GNC","GNC Holdings, Inc.","0.4265","$36.09M","2011","Consumer Non-Durables","Food Chains","https://old.nasdaq.com/symbol/gnc",
"GDDY","GoDaddy Inc.","66.82","$11.69B","2015","Technology","EDP Services","https://old.nasdaq.com/symbol/gddy",
"GOGO","Gogo Inc.","1.84","$153.65M","2013","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/gogo",
"GOL","Gol Linhas Aereas Inteligentes S.A.","4.64","$818.22M","2004","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/gol",
"GLNG","Golar LNG Limited","5.94","$589.84M","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/glng",
"GMLP","Golar LNG Partners LP","2.3","$159.39M","2011","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/gmlp",
"GMLPP","Golar LNG Partners LP","15.46","$85.34M","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/gmlpp",
"GFI","Gold Fields Limited","6.35","$5.61B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/gfi",
"GORO","Gold Resource Corporation","3.6","$251.43M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/goro",
"GSV","Gold Standard Ventures Corporation","0.5817","$161.44M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/gsv",
"DNJR","GOLDEN BULL LIMITED","2.55","$37.99M","2018","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/dnjr",
"GDEN","Golden Entertainment, Inc.","7.35","$205.17M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/gden",
"AUMN","Golden Minerals Company","0.267","$28.66M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/aumn",
"GOGL","Golden Ocean Group Limited","3.82","$547.32M","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/gogl",
"GSS","Golden Star Resources, Ltd","2.19","$239.65M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/gss",
"GV","Goldfield Corporation (The)","3.34","$81.91M","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/gv",
"GSBD","Goldman Sachs BDC, Inc.","14.17","$572.49M","2015","n/a","n/a","https://old.nasdaq.com/symbol/gsbd",
"GS","Goldman Sachs Group, Inc. (The)","183.49","$63.1B","1999","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/gs",
"GS^A","Goldman Sachs Group, Inc. (The)","19.47","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^a",
"GS^C","Goldman Sachs Group, Inc. (The)","20.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^c",
"GS^D","Goldman Sachs Group, Inc. (The)","20.21","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^d",
"GS^J","Goldman Sachs Group, Inc. (The)","25.56","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^j",
"GS^K","Goldman Sachs Group, Inc. (The)","26.42","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^k",
"GS^N","Goldman Sachs Group, Inc. (The)","26.03","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^n",
"GER","Goldman Sachs MLP Energy Renaissance Fund","6.78","$538.84M","1986","n/a","n/a","https://old.nasdaq.com/symbol/ger",
"GMZ","Goldman Sachs MLP Income Opportunities Fund","8.69","$387.09M","2013","n/a","n/a","https://old.nasdaq.com/symbol/gmz",
"GBDC","Golub Capital BDC, Inc.","10.89","$1.46B","2010","n/a","n/a","https://old.nasdaq.com/symbol/gbdc",
"GBDCR","Golub Capital BDC, Inc.","0.61","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gbdcr",
"GTIM","Good Times Restaurants Inc.","0.8679","$10.92M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/gtim",
"GBLK","GoodBulk Ltd.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gblk",
"GDP","Goodrich Petroleum Corporation","5.93","$74.33M","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/gdp",
"GSHD","Goosehead Insurance, Inc.","43.04","$1.57B","2018","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/gshd",
"GPRO","GoPro, Inc.","2.82","$439.91M","2014","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/gpro",
"GPAQ","Gordon Pointe Acquisition Corp.","10.75","$120.05M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/gpaq",
"GPAQU","Gordon Pointe Acquisition Corp.","10.25","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/gpaqu",
"GPAQW","Gordon Pointe Acquisition Corp.","0.15","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/gpaqw",
"GHIV","Gores Holdings IV, Inc.","9.8","$520.63M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ghiv",
"GHIVU","Gores Holdings IV, Inc.","10.13","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ghivu",
"GHIVW","Gores Holdings IV, Inc.","1.5","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ghivw",
"GMHI","Gores Metropoulos, Inc.","10.1","$505M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gmhi",
"GMHIU","Gores Metropoulos, Inc.","10.68","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gmhiu",
"GMHIW","Gores Metropoulos, Inc.","1.49","$9.93M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gmhiw",
"GRC","Gorman-Rupp Company (The)","28.54","$743.97M","n/a","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/grc",
"GOSS","Gossamer Bio, Inc.","11.51","$763.53M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/goss",
"GPX","GP Strategies Corporation","6.94","$118.54M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/gpx",
"GGG","Graco Inc.","46.74","$7.87B","n/a","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/ggg",
"GRAF","Graf Industrial Corp.","10.225","$311.56M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/graf",
"GRAF.U","Graf Industrial Corp.","n/a","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/graf.u",
"GRAF.WS","Graf Industrial Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/graf.ws",
"EAF","GrafTech International Ltd.","7.48","$2B","2018","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/eaf",
"GHM","Graham Corporation","11.65","$115.23M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ghm",
"GHC","Graham Holdings Company","357.51","$1.88B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/ghc",
"GTE","Gran Tierra Energy Inc.","0.2588","$94.97M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/gte",
"GRAM","Grana y Montero S.A.A.","1.858","$324M","2018","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/gram",
"LOPE","Grand Canyon Education, Inc.","80.08","$3.86B","2008","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/lope",
"GVA","Granite Construction Incorporated","16.33","$763.29M","n/a","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/gva",
"GPMT","Granite Point Mortgage Trust Inc.","4.98","$274.65M","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/gpmt",
"GRP.U","Granite Real Estate Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/grp.u",
"GPK","Graphic Packaging Holding Company","13.18","$3.72B","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/gpk",
