ticker	market cap	industry	sector	current price	gross margin	net income margin	expenses portion	ROE	ROA	receivables turnover days	inventories turnover days	total assets turnover days	liability/asset ratio	current ratio	acid-test ratio	revenue growth	net income growth	operating income growth	free cash flow growth	wacc	roic	excess return	economic profit	stockholders equity growth	dividend yield	dividend payout ratio	dcf	beta	 annual return	 annual risk	annual sharpe
EPD	3.75E+10	Oil & Gas - Midstream	Energy	17.15	0.172474426	0.110480247	0.187712587	0.144537628	0.059741081	45.09094448	22.38033163	650.1342373	0.585764136	0.759975019	0.565160725	-0.033504235	0.12121653	0.109365147	0.991651328	0.100235946	0.068807245	-0.031428701	-1456896546	0.065735314	0.001207081	0.019632667	6.590035835	1.296862995	-0.073898333	0.294028665	-0.251330369
KDP	3.70E+10	BeveragesùNon-Alcoholic	Consumer Defensive	26.26	0.577457195	0.123078521	0.398533848	0.207977491	0.0567531	35.45602687	48.65359408	1025.216406	0.633931688	0.992227894	0.825133288	0.139512821	0.231948764	0.331708198	0.234548836	0.038678561	0.081984302	0.043305741	221422201.1	1.822374289	0.014912412	0.394874042	160.6699591	0.360021397	-0.032211266	0.417464987	-0.077159204
WBA	3.69E+10	Drug Manufacturers	Healthcare	42.02	0.243075107	0.035628099	0.198795567	0.157482873	0.062639481	18.89324892	34.86247581	192.7809399	0.598914828	1.0645898	0.597791419	0.12982609	0.234986835	0.051609006	0.139866752	0.05594968	0.10574885	0.049799169	1998552417	0.048565427	0.022191386	0.376753814	348.8855774	0.545850659	-0.104577236	0.248606587	-0.42065352
VOD	3.68E+10	Communication Services	Communication Services	13.92	0.28226	-0.041104926	0.410893473	-0.032464234	-0.013775792	117.3381311	7.045867764	1209.823111	0.510423829	0.941369239	0.921099832	-0.011330376	-1.56975225	-0.007524548	0.314837288	0.081276867	-0.015974283	-0.09725115	-16492656794	-0.011713657	0.005717478	0.015538653	-0.024145959	0.698445572	-0.17610466	0.230754587	-0.763168621
GD	3.67E+10	Aerospace & Defense	Industrials	126.36	0.378045961	0.092689275	0.056413489	0.268346154	0.082129762	39.64033275	81.05045164	392.3165885	0.693573432	1.236776332	0.890693034	0.051990636	0.068574816	0.036984203	-0.005620298	0.093455827	0.174504642	0.081048815	1394458327	0.030997382	0.018948548	0.318670923	156.7431163	1.025354508	0.006339962	0.234004901	0.027093287
BCE	3.66E+10	Communication Services	Communication Services	40.25	0.40218	0.127842895	0.175169795	0.155767469	0.05470993	51.72001068	10.9691724	833.7777067	0.642172678	0.526756994	0.487754799	-0.01579858	0.023405669	0.002023761	-0.003348118	0.043294552	0.070545196	0.027250644	836973204.2	0.018236379	0.060553281	0.816253174	156.6533199	0.450881739	-0.006333994	0.148190317	-0.042742293
SRE	3.63E+10	Utilities - Regulated	Utilities	124.22	0.953857667	0.111613082	0.0081271	0.079450958	0.022611819	45.36798268	907.9684146	1658.04548	0.720952363	0.500906885	0.456100351	-0.001515097	0.639551749	0.153511928	1.172315576	0.058391393	0.036099773	-0.02229162	-779983173.4	0.126630499	0.02658031	1.069564915	-80.98647773	0.747674644	0.043366813	0.201369026	0.215359898
GIS	3.63E+10	Consumer Packaged Goods	Consumer Defensive	59.81	0.346351175	0.103435416	0.194565908	0.313429066	0.067512392	33.60941732	51.83350738	530.9648363	0.782442807	0.694709964	0.430906174	-0.010779728	0.028779687	-0.013192876	0.051035253	0.049969944	0.10858931	0.058619366	900396356.7	0.03936936	0.035196531	0.671706519	117.0354783	0.532220467	0.030429145	0.19647949	0.154871865
ROP	3.61E+10	Industrial Products	Industrials	345.87	0.613070396	0.188586619	0.38960263	0.128922876	0.064206328	50.88949859	44.89960329	1005.250853	0.504529077	1.572648804	1.386477738	0.101152672	0.134216198	0.108467636	0.130119859	0.090954977	0.076827838	-0.014127139	-163014334.8	0.129722477	0.005549247	0.155736102	263.8464648	1.049181278	0.160640039	0.224483252	0.715599215
HCA	3.60E+10	Health Care Providers	Healthcare	106.46	1	0.057566768	0.496567102	-0.400823632	0.073574978	49.01544729	0	268.8085042	1.202728617	1.566029822	1.318796322	0.04244048	0.234728271	0.331909903	0.145665104	0.084397565	0.103910437	0.019512872	498809541.8	-0.092509387	0.01144326	0.143434753	148.4399515	1.344141602	0.102275963	0.321501749	0.318119461
WBK	3.57E+10	Banks	Financial Services	10.33	1	0.358082568	0.485645997	0.127692856	0.00896035	105.5916375	0	14448.55843	0.929322348	0.104150249	0.104150249	-0.039584329	-0.063524542	-0.0608267	-0.386256228	0.02115389	0.024156551	0.003002661	549441393.6	0.014989961	0.071399597	0.663841452	-346.3520091	0.954960754	-0.14497189	0.243053876	-0.596459898
WDAY	3.55E+10	Application Software	Technology	152.18	0.936196527	-0.192580749	1.221395522	-0.243278569	-0.089267818	81.01258479	0	698.2893073	0.635522494	1.712212058	1.712212058	0.321020716	0.163089508	0.213425142	-14.88266567	0.133827294	-0.204653021	-0.338480315	-661232581	0.180091413	0	0	68.67712832	1.376837668	0.196494958	0.374617908	0.524520995
S	3.54E+10	Communication Services	Communication Services	8.62	0.785983659	-0.004968185	0.266318466	-0.022642609	-0.003243931	32.5027249	59.59724436	896.3404658	0.730099833	0.996362632	0.89976014	0.204236593	-1.678102638	0.834441747	-0.49290226	0.198213871	-0.007421318	-0.205635189	-13354644196	0.020214922	0	0	0.201220884	-0.551395517	0.299457941	0.67579377	0.443120304
LVS	3.54E+10	Travel & Leisure	Consumer Cyclical	46.39	0.976488892	0.180908209	0.401311519	0.387125845	0.106846588	26.89250427	94.47127873	605.756873	0.716774771	1.413033866	1.398598584	-0.005373753	0.039962917	0.005714258	-0.042329332	0.129928699	0.137946257	0.008017558	140509923.8	-0.061947738	0.062930557	1.301359923	33.24475142	1.577648742	0.051296032	0.359960265	0.142504707
KHC	3.54E+10	Consumer Packaged Goods	Consumer Defensive	28.94	0.34235127	0.056092919	0.273270568	0.016211978	0.009469208	18.271448	57.85021035	1558.840684	0.499494306	1.057392038	0.729596118	0.213194414	0.721114713	-0.339231239	-0.574936096	0.079343472	0.012479221	-0.066864251	-5530422995	1.406490679	0.038695414	0.799995957	47.73303564	0.971132613	-0.156304075	0.316788202	-0.49340245
LRCX	3.52E+10	Semiconductors	Technology	242.81	0.449343251	0.186746775	0.226319454	0.273517635	0.131580985	67.54659806	103.0490453	526.0762169	0.500381081	3.160840147	2.676236902	0.175183161	0.322251632	0.35061493	0.419973924	0.114193833	0.172357667	0.058163834	534601147.2	-0.000239187	0.012717137	0.193503378	271.4706023	1.302859769	0.270666141	0.33488361	0.808239439
EXC	3.49E+10	Utilities - Regulated	Utilities	35.87	1	0.052757816	0.204079878	0.061363238	0.015752613	43.52335218	0	1155.12908	0.746277083	1.250472009	1.236246979	0.076609532	0.073071729	0.052133961	-0.467422674	0.043240668	0.029720048	-0.01352062	-847386931	0.064619863	0.035763119	1.195388121	41.10762503	0.47481607	0.027075933	0.185875566	0.145666983
SMFG	3.48E+10	Banks	Financial Services	5.05	1	0.193840649	1.20327274	0.068531995	0.003624481	0	0	19036.14311	0.937955056	0.460054036	0.460054036	-0.006956216	-0.035357456	0.403794056	-0.521378664	6.93E-05	0.025656902	0.025587595	5959306858	0.054057099	20.4301138	0.319377752	-99053.84666	1.098579207	-0.087298104	0.248751697	-0.350944758
EA	3.46E+10	Application Software	Technology	119.61	0.718511048	0.212946969	0.489204309	0.256983592	0.133375983	27.67586805	5.137905446	547.7656441	0.473576041	2.107031372	2.101680803	0.072567065	21.71764622	5.580737672	0.182671117	0.084488131	0.206816299	0.122328167	587001442.6	0.171911644	0	0	98.83579627	0.848589196	0.169194189	0.295821374	0.571947141
TRI	3.46E+10	Business Services	Industrials	69.79	1	0.304317099	0.84021713	0.202278786	0.100213366	70.01740646	0	1195.287513	0.50822191	0.985409275	0.985409275	-0.121949493	3.068271921	-0.062503599	0.090153425	0.057488228	0.134673459	0.077185231	1198258476	-0.096849513	0.032423916	0.515567179	34.5459886	0.546726257	0.124310856	0.16788547	0.740450356
UBS	3.45E+10	Banks	Financial Services	9.66	0.8	0.100280171	0.642005032	0.055643139	0.003171601	658.1201457	0	9045.006961	0.942246417	0.560689909	0.560689909	0.018379362	0.653907195	-0.985218743	-2.849129517	0.018579263	0.010755183	-0.00782408	-1750789193	0.013288989	0.034327289	0.856911423	1418.662032	1.123911097	-0.123301988	0.263554767	-0.467841995
PUK	3.41E+10	Insurance - Life	Financial Services	26.47	0.25786	0.05489325	0.180745419	0.168137305	0.005500729	0	0	3414.4159	0.967364853	1.00044132	1.00044132	-0.045315626	0.163771847	0.005305086	0.119696878	0.099622589	0.079690714	-0.019931875	-686928356.8	0.069053487	0.009751858	0.467905641	4.220233159	1.361040714	-0.077012649	0.295426245	-0.260683166
ABEV	3.39E+10	Beverages - Alcoholic	Consumer Defensive	2.15	0.63874	0.246089178	0.266156654	0.235551993	0.131241838	34.03461205	95.02129563	680.7702613	0.423316284	0.920219122	0.756334408	-0.019731953	-0.020771469	-0.072981584	-0.052951858	0.118015437	0.219219749	0.101204312	1541679183	-0.035655603	0.126826303	0.950029735	10.9373442	0.914841038	-0.139768111	0.326206989	-0.428464489
KMI	3.38E+10	Oil & Gas - Midstream	Energy	14.95	0.713955411	0.072938549	-0.090012156	0.029177562	0.012814609	38.028816	37.34993295	2085.601144	0.569233819	0.614222379	0.5436874	-0.038051873	1.691385163	0.07139619	0.284651332	0.056554841	0.014019823	-0.042535018	-3109184649	-0.001784626	0.050547	5.277646314	37.07806786	1.084703632	-0.146294234	0.321674171	-0.454790117
DXCM	3.36E+10	Medical Diagnostics & Research	Healthcare	364.28	0.662427148	-0.076457471	0.741794112	-0.137662214	-0.087953652	55.3682728	69.095465	351.4032466	0.471860653	4.932467985	4.54338389	0.419374392	0.242399442	0.611942522	10.7417331	0.077469258	-0.105527116	-0.182996374	-99616097.42	0.450142769	0	0	-1.979247444	0.761170228	0.455919578	0.534086935	0.853643009
XEL	3.32E+10	Utilities - Regulated	Utilities	63.275	0.933188871	0.097560748	0.192015364	0.099635795	0.026847777	25.25132062	10.96704722	1255.904675	0.730481014	0.768229031	0.617217796	0.011985137	0.060488032	0.014890862	0.49140742	0.036055469	0.04396522	0.007909751	196867633.3	0.050318403	0.030998761	0.59571345	-83.18100816	0.329756459	0.134574125	0.164823088	0.816476178
BIDU	3.31E+10	Online Media	Technology	95.77	0.53754	0.285284761	0.354296656	0.226368701	0.118021024	25.20761984	0	804.7364724	0.447895698	2.578061642	2.578061642	0.241015498	0.415239424	0.076337349	0.18703085	0.041212873	0.157001018	0.115788145	2291543237	0.308027934	0	0	145531.5576	1.323232196	-0.074589391	0.370971104	-0.201065232
SBAC	3.30E+10	Communication Services	Communication Services	294.51	0.743344417	0.019573228	0.277316061	-0.00585183	0.004485726	19.71418023	0	1532.838832	1.340100496	0.601250152	0.601250152	0.057471843	1.342249429	0.122191313	0.122042745	0.030612822	0.006054339	-0.024558483	-165589971.9	0.487829595	0.000636846	0.113458647	460.9025338	0.416631619	0.212334395	0.225006213	0.943682364
PSX	3.28E+10	Oil & Gas - Refining & Marketing	Energy	75.2	0.646208082	0.037982031	0.017306632	0.161284042	0.073289057	10.51843886	5.382363038	186.4310445	0.550288855	1.421103669	1.050856692	-0.05369826	0.2369346	0.078108504	0.215903525	0.122278871	0.113026887	-0.009251984	-299319671	0.030554668	0.030261817	0.428394268	92.87353422	1.464240858	0.047085221	0.340635175	0.138227712
E	3.28E+10	Oil & Gas - Integrated	Energy	18.55	0.24698	-0.008631512	0.181143027	-0.001505791	-0.001784412	105.0396141	45.37946733	645.9534374	0.567219674	1.415892355	1.198950487	-0.049163293	-3.190644956	0.088916763	-0.812057744	0.049322741	-0.001938349	-0.05126109	-5319117657	-0.05641129	0.026217625	0.776851632	-7.71158097	0.566381263	-0.112748019	0.213821227	-0.527300402
DD	3.28E+10	Chemicals	Basic Materials	44.69	0.244775485	0.067687842	0.120334521	0.107275593	0.040528445	71.18792256	119.0587935	946.9354581	0.531292164	1.8291316	1.22059359	-0.050091072	0.139960648	0.428220604	-1.218460024	0.12173406	0.064027166	-0.057706894	-7036224116	0.478507947	0.050708673	1.466221151	7.413167658	1.615620248	-0.03797372	0.345570769	-0.109886956
EMR	3.27E+10	Industrial Products	Industrials	54.7	0.422067682	0.117121691	0.262387877	0.250367673	0.099185513	72.75697382	61.85573284	438.6789703	0.600114288	1.28723919	1.020731722	-0.0385957	0.058398767	0.004361494	0.036968187	0.127068544	0.14722164	0.020153095	293464436.9	-0.033293147	0.032579497	0.623418006	27.59335583	1.510054752	0.02443722	0.286808274	0.085204027
RTN	3.26E+10	Aerospace & Defense	Industrials	116.96	0.383762387	0.093348792	0.121622545	0.223349054	0.076342853	75.61179868	13.78253248	427.4098334	0.658976868	1.600873067	1.511212452	0.027456343	0.09344454	0.099383312	0.056243679	0.100515449	0.144474726	0.043959277	701354583.1	0.012315209	0.019758767	0.376206917	114.3318062	1.108107658	0.076356914	0.267427493	0.2855238
ALL	3.23E+10	Insurance - Property & Casualty	Financial Services	102.15	1	0.066497351	0.000527439	0.114902261	0.022542868	55.21695958	0	1060.257915	0.804655529	1.71258101	1.71258101	0.029130645	0.056299631	0.056299631	0.055230712	0.090092605	0.090230374	0.000137769	12129668.39	0.000950276	0.01756094	0.217209061	190.6614396	1.003735204	0.102801079	0.20864083	0.492717935
ETN	3.23E+10	Industrial Products	Industrials	80.8	0.324018422	0.10822993	0.200023684	0.140600973	0.070969212	0	65.35902177	542.2944757	0.496751643	1.502408085	0.999129506	-0.009236761	0.075473249	0.116345307	0.197324458	0.099664078	0.094324766	-0.005339311	-120379343.3	0.00662765	0.034028191	0.498926442	64.37763209	1.251559094	0.058274386	0.259626197	0.224454954
MNST	3.19E+10	Beverages - Non-Alcoholic	Consumer Defensive	60.65	0.614671065	0.240533099	0.284311088	0.215798999	0.174735235	45.65970002	60.66902329	477.9590566	0.186060649	4.047869447	3.625503402	0.1125717	0.182440544	0.135651988	0.507832016	0.095466301	0.212045966	0.116579665	451854400.9	0.423716554	0	0	32.43175465	0.952228298	0.107259976	0.285244262	0.376028514
ORAN	3.17E+10	Communication Services	Communication Services	11.87	1	0.050157895	0.889438474	0.066070644	0.021702102	44.84922397	0	826.5643497	0.645427848	0.733291365	0.700770125	-0.028554152	0.15932559	-0.029186	0.953361575	0.030894623	0.027807289	-0.003087334	-274591724.7	0.012986253	0.039442679	1.010449959	138.1486826	0.338838853	-0.045306619	0.185336785	-0.244455622
ROST	3.15E+10	Retail - Apparel & Specialty	Consumer Cyclical	88.77	-210.6778403	31.31746594	43.94074985	0.448230915	0.219464116	0	57.89081577	41442.11916	0.507642687	1.537080822	0.707058431	315.3192923	0.125849183	0.079218324	0.182771678	0.082508911	0.387503944	0.304995034	1064230462	0.081233035	0.00877664	0.199430321	5.54E+16	0.821689552	0.151062466	0.227635284	0.663616217
STZ	3.15E+10	Beverages - Alcoholic	Consumer Defensive	163.01	0.43855128	0.232816037	0.177382048	0.218195708	0.086113394	0	188.8111177	858.0767284	0.608147393	1.606580354	0.626460218	0.087861696	0.22726159	0.031872102	0.243737618	0.074499883	0.101052107	0.026552223	568452366.9	0.214641822	0.009894873	0.153828841	133.3710331	0.879784534	0.09509687	0.2459301	0.386682517
PSA	3.14E+10	REITs	Real Estate	179.44	0.735953849	0.560218763	0.03528123	0.15341096	0.137012386	0	0	1447.39052	0.100005628	0.231642105	0.231642105	0.068413618	0.10405768	0.12330098	0.076696688	0.021575666	0.143491582	0.121915916	1200570342	0.008381508	0.000195547	0.005137653	-4235.502093	0.138596969	0.004360407	0.18411666	0.023682849
MET	3.12E+10	Insurance - Life	Financial Services	34.27	0.405531767	0.062865398	0.226139024	0.068613866	0.005390352	25.40890839	0	4432.792912	0.92192893	84.70421075	84.70421075	0.001714698	0.83111771	-3.670910349	-0.057714411	0.10042564	0.054788308	-0.045637332	-3617246780	-0.025040021	0.031638637	0.694923705	299.2767072	1.349603261	-0.011147226	0.300588953	-0.037084616
STI	3.11E+10	Banks	Financial Services	70.13	1	0.399800172	0.04449314	0.088752136	0.010505584	0	0	13338.65553	0.881250023	103.7006726	103.7006726	0.04386052	0.162459778	0.181836513	-2.593335012	0.074239241	0.054030057	-0.020209184	-777793350.1	0.026137306	0.024408076	0.293018444	80.53232025	0.963860439	0.150038104	0.271457308	0.552713445
BK	3.11E+10	Asset Management	Financial Services	35.14	1	1.196956587	1.895259931	0.097119338	0.010610997	68.01728003	0	40560.64995	0.891066795	18.65556875	18.65556875	0.02326714	0.118110001	0.118110001	-0.136220505	0.089528179	0.057194482	-0.032333697	-2240288174	0.021013772	0.019382964	0.235817763	55.1029795	1.129229202	-0.00735747	0.244596611	-0.030080016
CTSH	3.09E+10	Application Software	Technology	57.14	0.394624615	0.123601008	0.195530481	0.166116179	0.117362977	65.50675955	0	351.9301689	0.291666296	3.081798462	3.081798462	0.128696783	0.124294078	0.108249777	0.185864062	0.114559403	0.148782884	0.034223481	376731541.4	0.136342222	0.003488318	0.079789576	62.61355279	1.193500405	0.011895992	0.278236511	0.042754964
MELI	3.09E+10	Retail - Apparel & Specialty	Consumer Cyclical	620.94	0.556948236	0.046668469	0.486294551	0.095305626	0.032212437	10.66087408	1.147975694	490.6163803	0.717671999	1.602078596	1.599257317	0.349432738	-0.021190651	-0.25268801	0.295926327	0.144094021	0.051403017	-0.092691005	-145224758	0.980099031	0.002027998	0.4205052	152.1419599	1.541987566	0.380524727	0.427415748	0.89029178
TAL	3.08E+10	Education	Consumer Defensive	52.09	0.51456	0.138347769	0.379328321	0.180300556	0.082213102	0.817881199	1.250331962	498.06656	0.518393463	1.582568418	1.578701033	0.526446482	0.464906156	0.441247112	0.223905004	0.045874421	0.125798614	0.079924193	105752494.5	0.624460204	0.001527435	0.041489619	1052.287546	0.432374266	0.50527702	0.38958489	1.29696257
BMO	3.08E+10	Banks	Financial Services	48.19	1	0.231220723	0.676799679	0.116903245	0.00707404	0	0	11491.22307	0.93891272	0.351686833	0.351686833	0.019482713	0.015639479	0.025532352	-0.070461534	0.049731595	0.048551923	-0.001179672	-75633078.24	0.039551644	0.041062882	0.450207288	123.8464416	1.082736429	-0.014756203	0.229561049	-0.064280082
FDX	3.07E+10	Transportation & Logistics	Industrials	117.67	0.952207539	0.037110464	0.68939536	0.130883607	0.045371596	0	0	276.6159442	0.653565527	1.553266116	1.553266116	0.090057071	0.10487754	0.142151735	0.450246727	0.105544665	0.070386103	-0.035158562	-1003728130	0.037875598	0.008678105	0.378472372	45.51652767	1.308515517	-0.034198795	0.284976033	-0.120005864
GM	3.05E+10	Autos	Consumer Cyclical	21.26	0.184511066	0.039450564	0.251155322	0.142984839	0.027782125	19.78007811	35.80431014	506.7964977	0.815673202	0.935798099	0.788804217	-0.022504907	-0.643537425	0.575202429	0.246509461	0.147991701	0.112749902	-0.035241799	-1767902299	0.041618437	0.042996481	0.105848554	4.055931673	1.428657719	-0.055024212	0.308047587	-0.178622441
CP	2.97E+10	Transportation & Logistics	Industrials	217.15	0.98911505	0.280955633	0.594363158	0.328069858	0.094473481	36.23134973	0	1016.139803	0.713426258	0.710537094	0.710537094	0.067926298	0.162600812	0.098991747	0.186331124	0.078337302	0.13292782	0.054590518	801577487.3	0.089119594	0.011448434	0.160551018	197.4939738	0.998343868	0.088123762	0.23811665	0.370086519
SQ	2.93E+10	Application Software	Technology	66.69	0.647099663	0.016327866	0.666900441	-0.109408652	-0.060111815	15.87033539	0	468.2349072	0.575747198	1.929480896	1.929480896	0.187402138	-2.332866166	-0.519110014	-7.66079617	0.217625904	-0.109932339	-0.327558243	-323863141.8	0.462168667	0	0	-0.47328671	2.345702276	0.585165487	0.612661748	0.955119997
MFG	2.90E+10	Banks	Financial Services	2.27	1	0.19972696	0.713351638	0.065212732	0.002707562	1890.488035	0	28498.66477	0.939409616	0.44401673	0.44401673	-0.015851448	-0.071698875	-0.05783052	-2.964663524	0.000515019	0.024631453	0.024116434	4575166358	0.050737745	2.219358747	0.71142094	-904.5112567	0.765534666	-0.113862911	0.198918077	-0.572411079
ORLY	2.90E+10	Retail - Apparel & Specialty	Consumer Cyclical	390.38	0.526609436	0.127974838	0.334699759	2.018921596	0.145801324	7.626689087	249.1185537	298.800786	0.862549704	0.929056462	0.109271237	0.070795525	0.124409406	0.087940189	0.082935653	0.09593531	0.295539951	0.199604641	788109958.6	-0.226455575	0	0	255.740226	1.068517526	0.146555444	0.259508514	0.564742334
VEEV	2.88E+10	Application Software	Technology	192.86	0.693114395	0.20118408	0.467480229	0.148504803	0.108451629	110.9929712	0	569.1315187	0.272582018	3.025991923	3.025991923	0.286853372	0.520880223	0.33118944	0.637913651	0.092554233	0.147352505	0.054798271	66940175.19	0.3269726	0	0	93.29966894	0.918708811	0.454469376	0.35595123	1.276774282
SGEN	2.86E+10	Biotechnology	Healthcare	165.43	0.929775688	-0.293264221	1.255379682	-0.168249992	-0.132952189	59.22138652	654.472228	690.9399178	0.201524555	4.316570173	3.954631263	0.265427704	0.225531745	0.25828861	0.291420149	0.12962852	-0.167661839	-0.297290359	-288620444.6	0.719865508	0	0	-45.01817558	1.326644263	0.361758737	0.437645665	0.826601897
IBN	2.86E+10	Banks	Financial Services	8.84	1	0.084643854	0.588376828	0.091414741	0.009307043	0	0	3148.251728	0.899650397	0.129212753	0.129212753	0.07443791	-0.171717731	-0.011496235	-0.723836047	0.134639138	0.020660626	-0.113978512	-5418442375	0.054049972	0.523891876	0.284843121	765.0286132	1.123853148	0.043975092	0.330526601	0.133045546
LULU	2.84E+10	Retail - Apparel & Specialty	Consumer Cyclical	218.21	0.526945371	0.133105547	0.33024243	0.261852918	0.1887474	0	91.19830901	231.5649604	0.261996311	3.912181539	2.858894375	0.173134573	0.262152657	0.202576382	0.205716529	0.099038971	0.24343444	0.144395469	230984390.5	0.139286792	0	0	86.8880316	0.994891827	0.326832254	0.361082633	0.905145316
CHT	2.83E+10	Communication Services	Communication Services	36.75	0.35432	0.177439956	0.14798613	0.110283608	0.088718438	46.23059886	21.97268479	711.1327557	0.180321069	1.256839579	1.10761113	-0.014463826	-0.015379462	-0.01882044	0.107949879	0.019232552	0.109716612	0.09048406	1053777933	0.005153058	0.151689568	0.950938164	-1164.481914	0.113018596	0.034999414	0.102535433	0.341339701
EBAY	2.83E+10	Retail - Apparel & Specialty	Consumer Cyclical	40.32	0.776842733	0.260919619	0.542227962	0.370170162	0.114344707	25.39935838	0	907.9613266	0.688958934	2.148984098	2.148984098	-0.056252868	6.957623189	-0.063352369	-0.074079435	0.113873156	0.203217748	0.089344592	888878585.1	-0.21320284	0.003178129	0.052967525	10.88096551	1.338264468	0.137095076	0.332098768	0.412814166
WEC	2.83E+10	Utilities - Regulated	Utilities	89.58	0.633040258	0.135891899	0.230660982	0.105094046	0.031022896	56.39553624	78.51617415	1463.489965	0.704889734	0.72219679	0.527828907	67.96972819	0.157683073	0.07926567	8.176202856	0.032320187	0.050816631	0.018496444	361828261.6	0.224110668	0.031346514	0.647784299	6.16E+11	0.266289771	0.134865486	0.167958035	0.802971326
MSCI	2.82E+10	Brokers & Exchanges	Financial Services	337.34	0.785438932	0.277861327	0.27842705	-1.714089092	0.106491202	85.67963828	0	909.3775173	0.911094971	2.054440612	2.054440612	0.093613539	0.179891539	0.175828693	0.237126163	0.093238428	0.144157735	0.050919306	133624062.6	-0.542066897	0.010858059	0.377397642	126.9123865	1.044153757	0.364932749	0.245922439	1.483934327
BBD	2.80E+10	Banks	Financial Services	3.27	1	0.211525139	0.77197119	0.167009695	0.015158625	0	0	5072.688089	0.964601384	0.451848933	0.451848933	0.044451298	-0.028431771	0.488815819	-1.073525115	0.010990687	0.037274354	0.026283667	2710088269	0.032955149	0.11688877	0.324286155	-244.9494759	0.906857274	0.002461753	0.495116445	0.004972069
COF	2.78E+10	Credit Services	Financial Services	60.96	1	0.198890361	0.325801404	0.083994299	0.011706552	25.08916312	0	5898.914156	0.861510818	39.22190996	39.22190996	0.048776969	0.293738349	0.148233747	0.062544481	0.089344466	0.038547488	-0.050796978	-5377545144	0.043907283	0.017453054	0.218670677	524.3671735	1.7493504	0.017774041	0.351563851	0.050557078
ERIC	2.77E+10	Communication Equipment	Technology	8.3	0.31244	-0.016038582	0.307991634	-0.046463064	-0.01193226	141.1179405	69.08178485	461.2571084	0.564579517	1.781837683	1.493825017	-0.072590418	-9.288329506	-2.069507372	-0.140929832	0.072834524	-0.030443778	-0.103278302	-1506468416	-0.14640511	0.319605563	3.155952008	-16.47989346	0.488553625	-0.019888268	0.270817749	-0.073437831
NXPI	2.77E+10	Semiconductors	Technology	99.2	0.484024159	0.154515434	0.422385646	0.110096739	0.054547036	37.82719773	108.9417058	913.2116875	0.513108693	1.939717842	1.401109724	0.114336862	2.028824901	-1.110537482	0.246090277	0.120086801	0.066374048	-0.053712753	-1013945566	4.053064707	0.002206177	0.269254339	294.667534	1.452837324	0.034852542	0.350100273	0.099550171
FNV	2.76E+10	Metals & Mining	Basic Materials	145.83	0.46812	0.199629	0.198090186	0.027993226	0.0270527	47.12933216	0	2562.717382	0.050555536	18.07013456	18.07013456	0.111138306	2.324979857	0.784454307	6.387868672	0.053766814	0.027539282	-0.026227532	-105560125.7	0.101586703	0.010982582	1.453391498	-287.36738	0.499654091	0.25199033	0.329013368	0.765896935
HSY	2.73E+10	Consumer Packaged Goods	Consumer Defensive	131.36	0.450639895	0.113101116	0.253131518	0.757711754	0.13228125	28.23471955	67.03805974	288.5687715	0.822191846	0.945752471	0.581348256	0.014871543	0.115417493	0.054070502	0.282469501	0.028912193	0.216382511	0.187470318	751964506.8	0.08192158	0.072130171	0.660516193	1867.436909	0.211148537	0.086689707	0.187674221	0.461915902
ES	2.72E+10	Utilities - Regulated	Utilities	80.99	1	0.118959776	0.779912894	0.085441883	0.027117607	40.36861731	0	1520.686128	0.682742531	0.695363544	0.662952546	0.014833367	0.023502303	-0.002425818	-2.695274539	0.039503614	0.042322987	0.002819373	52395908.95	0.04859435	0.029196734	0.627168284	-90.0962806	0.414945195	0.113969842	0.171899715	0.663001925
CHA	2.72E+10	Communication Services	Communication Services	33.3	1	0.054946093	0.920933322	0.060992465	0.030390549	22.55370852	0	639.6704095	0.500293933	0.273567319	0.254636996	0.006682919	0.016684519	-0.015329997	0.095330118	0.076520474	0.045475192	-0.031045281	-1978415931	0.017008092	0.00163207	0.353772857	2.826546711	0.756229753	-0.112662972	0.228196951	-0.493709366
MAR	2.71E+10	Travel & Leisure	Consumer Cyclical	83.66	0.691210568	0.063496804	0.517142286	0.588389482	0.07242656	32.54165393	0	334.0734608	1.018119235	0.485761562	0.485761562	0.09731353	0.173051908	0.133258164	0.130144125	0.128644461	0.421306691	0.29266223	-25760408.98	-0.65032011	0.013081368	0.378164442	62.93975962	1.589312358	0.077012259	0.328829564	0.234201141
EOG	2.68E+10	Oil & Gas - E&P	Energy	46.05	1	-0.014860947	0.098853974	0.006707392	0.011206958	43.62677433	0	978.8608647	0.469243078	1.382612399	1.266807001	0.074312063	-1.308120885	-0.239257319	0.150406579	0.162401218	0.013431269	-0.148969949	-3130571789	0.056471915	0.006269003	0.055557581	-3.146628881	1.82896292	-0.03225991	0.404894565	-0.079674841
INFO	2.62E+10	Application Software	Technology	65.62	0.69951162	0.111558311	0.828777711	0.053523652	0.026398566	77.88270376	0	1423.291534	0.490479319	0.664192321	0.664192321	0.397478829	0.39162792	0.390661455	0.21475141	0.074758987	0.031920373	-0.042838614	-492246028.6	0.542901027	0	0	251.6800198	0.854000281	0.203786454	0.217843211	0.935473055
